"subject","item","frequency","length","logrt","rt"
"2",22,315,6,5.94997230977664,383.742712992556
"2",23,203,7,6.704397536324,815.986276105086
"2",24,183,11,6.43570966233567,623.725060023236
"2",25,125,10,6.6961347312661,809.271719315008
"2",26,230,7,6.47887379077286,651.237103883255
"2",27,229,8,6.48239859364586,653.536636616993
"2",28,332,7,6.07494039343898,434.823583405406
"2",29,219,10,6.26813431105185,527.492322663477
"2",30,220,6,6.7429558797861,848.06380930768
"2",31,165,8,6.76906084031529,870.493977124516
"2",32,187,9,6.54301617882148,694.377790301259
"2",33,159,9,6.68574320048057,800.905690535599
"2",34,190,5,6.63314851418189,759.87087245608
"2",35,136,7,6.90994633373487,1002.19345686727
"2",36,301,6,5.99867302740936,402.893809574494
"2",37,235,6,6.29625893893069,542.538439394237
"2",38,197,5,6.6612658074742,781.539589927056
"2",39,310,4,6.03154959773004,416.359719824278
"2",40,200,8,6.50001346952751,665.150592248221
"2",41,194,8,6.58654926481159,725.273818913884
"2",42,241,8,6.22902840304308,507.262389396322
"2",43,184,9,6.51121904864955,672.645906074868
"2",44,230,6,6.17692252618825,481.507846082384
"2",45,267,6,6.24184473367902,513.805471486995
"2",46,149,7,6.88935885270871,981.771755085301
"2",47,247,7,6.2194974560276,502.450665009412
"2",48,156,10,6.93166243897449,1024.19522718385
"2",49,196,6,6.61085701170845,743.119608100303
"2",50,206,10,6.44485136034164,629.453108313207
"2",51,189,8,6.54896418324829,698.52025997288
"2",52,278,8,6.26887748289116,527.884485807385
"2",53,102,9,6.96824964949122,1062.36161699842
"2",54,183,9,6.61045831602297,742.823388573403
"2",55,211,8,6.3956091322834,599.208209144403
"2",56,227,9,6.45236615552837,634.201137390598
"2",57,173,9,6.7368002587938,842.859484279867
"2",58,221,9,6.30661507198662,548.186233839102
"2",59,335,3,5.89002958756921,361.415977634342
"2",60,149,6,6.73055227116395,837.60972593901
"2",61,220,7,6.61364509504253,745.194378467217
"2",62,225,9,6.52423961292696,681.461402153205
"2",63,172,8,6.73327887874269,839.896675355754
"2",64,156,10,6.9205877890928,1012.91520009666
"2",65,211,6,6.57694069957599,718.338351416518
"2",66,105,8,7.06104899596409,1165.66730494956
"2",67,217,9,6.55537563508415,703.013176644745
"2",68,145,9,6.63963170596663,764.813264981707
"2",69,161,9,6.9371924034434,1029.87467951082
"2",70,144,8,6.85917049785305,952.576575364653
"2",71,248,6,6.32173043555441,556.535207996501
"2",72,178,6,6.71616096791115,825.641754276402
"2",73,229,11,6.69674490801147,809.765668781732
"2",74,186,4,6.59622289825519,732.323896941293
"2",75,195,6,6.4744980350542,648.39367501378
"2",76,182,9,6.85927701303502,952.67804463583
"2",77,214,10,6.56617381149005,710.64557074912
"2",78,162,7,6.86940503351806,962.375814092455
"2",79,220,6,6.58409103104253,723.493115909264
"2",80,244,6,6.22444970455489,504.945097000875
"2",81,136,10,6.82218894187169,917.992244081363
"2",82,208,9,6.43660224897347,624.282037215697
"2",83,185,7,6.59704734772554,732.927909945143
"2",84,196,7,6.60303025421062,737.32609292993
"2",85,256,6,6.32205092583996,556.71360070927
"2",86,217,10,6.44401870860936,628.929211234356
"2",87,187,6,6.55007912367792,699.29950277557
"2",88,190,7,6.44680334307837,630.682989877494
"2",89,189,10,6.61915307193077,749.310216445832
"2",90,216,11,6.59310417755549,730.04354098998
"2",91,139,9,6.63224118603299,759.181732909105
"2",92,229,7,6.25404870641287,520.114357888342
"2",93,167,8,6.75080863628044,854.749664733803
"2",94,185,11,6.48312078963814,654.008788629388
"2",95,273,7,6.17672049340397,481.410575537836
"2",96,201,5,6.49144624144801,659.476436018158
"2",97,232,5,6.36978071007123,583.92976493368
"2",98,240,4,6.28502959352135,536.480166739853
"2",99,141,5,6.80827606843962,905.308770551069
"2",100,170,8,6.62751107022248,755.599194980508
"3",1,109,8,7.00998342437988,1107.63614499257
"3",2,190,5,6.66932132639147,787.8607226984
"3",3,216,9,6.39615327396673,599.534352033915
"3",4,118,6,6.9386577902153,1031.38495053823
"3",5,204,9,6.38065654487219,590.315148842239
"3",6,201,7,6.47062774522932,645.889053502858
"3",7,153,10,7.02180213470726,1120.80463976795
"3",8,207,8,6.34119731071471,567.475349106724
"3",9,114,10,6.78582219440763,885.207600564073
"3",10,199,7,6.35736863174334,576.726777449693
"3",11,149,10,6.75877765650146,861.588394894196
"3",12,106,11,6.91990942956407,1012.22831242362
"3",13,270,6,6.15153609593816,469.437934930258
"3",14,226,8,6.31550958695528,553.083833098195
"3",15,256,9,6.02660041261077,414.304169340385
"3",16,187,9,6.38117930781923,590.623824404172
"3",17,227,8,6.37136192211232,584.853812073852
"3",18,222,2,6.33962911184569,566.586132322671
"3",19,338,5,5.90673941857518,367.505916769071
"3",20,144,9,6.7445516654612,849.418217771538
"3",21,258,9,6.09562156959339,443.909880326691
"3",22,315,6,5.98309619800447,396.666627224913
"3",23,203,7,6.35495575321097,575.336883286565
"3",24,183,11,6.74842847297319,852.71764017938
"3",25,125,10,6.92027650448859,1012.59994425918
"3",26,230,7,6.43321642721635,622.171903795178
"3",27,229,8,6.31955450035965,555.325540007157
"3",28,332,7,5.81266406632668,334.509094094301
"3",29,219,10,6.21213598555392,498.765470143158
"3",30,220,6,6.38750174611923,594.369836579562
"3",31,165,8,6.76421267778077,866.283894666503
"3",32,187,9,6.51466116551351,674.965221278659
"3",33,159,9,6.84494545887847,939.122058842735
"3",34,190,5,6.48677125293747,656.400586639076
"3",35,136,7,6.66725220484793,786.232228461011
"3",36,301,6,5.77960414225313,323.631053197326
"3",37,235,6,6.34509060356428,569.68900323143
"3",38,197,5,6.58092736788344,721.207844213601
"3",39,310,4,6.11107590610308,450.82349808341
"3",40,200,8,6.65406815506148,775.93453542703
"3",41,194,8,6.44739616085974,631.056980811587
"3",42,241,8,6.36587701827834,581.654726516155
"3",43,184,9,6.5648241095703,709.687058056741
"3",44,230,6,6.2862981074271,537.16113110659
"3",45,267,6,6.01700593049977,410.348143754808
"3",46,149,7,6.65791082291156,778.921930227053
"3",47,247,7,6.21250287323843,498.948494624274
"3",48,156,10,6.82272568655802,918.485103798554
"3",49,196,6,6.39398571926295,598.236235906191
"3",50,206,10,6.47215942646049,646.879107673662
"3",51,189,8,6.33010079228432,561.21315695846
"3",52,278,8,6.07436191698199,434.572120939029
"3",53,102,9,6.85589201335679,949.458681606707
"3",54,183,9,6.48828910015869,657.39765895581
"3",55,211,8,6.2669747164422,526.880999921264
"3",56,227,9,6.13237803679101,460.530016872804
"3",57,173,9,6.52607336631303,682.712180766144
"3",58,221,9,6.37508393385427,587.034700959013
"3",59,335,3,5.72147146072287,305.353908826774
"3",60,149,6,6.98753611173768,1083.04967264894
"3",61,220,7,6.28891947552641,538.571075343906
"3",62,225,9,6.42297764909197,615.834124641325
"3",63,172,8,6.73972043862399,845.324382767357
"3",64,156,10,6.69731051404581,810.223806680965
"3",65,211,6,6.48648516187425,656.212823157357
"3",66,105,8,7.0428666474098,1144.66425671145
"3",67,217,9,6.33993588310214,566.759971325407
"3",68,145,9,6.71760155068201,826.832016692438
"3",69,161,9,6.64122669036745,766.034103559327
"3",70,144,8,6.90316269796054,995.417948752843
"3",71,248,6,6.11819977665609,454.046573079755
"3",72,178,6,6.56717483142127,711.357297296275
"3",73,229,11,6.36543551090799,581.397978349678
"3",74,186,4,6.35363291493072,574.576308802742
"3",75,195,6,6.46228690022414,640.524197834429
"3",76,182,9,6.44371541579711,628.738490448755
"3",77,214,10,6.37349366557118,586.101900191326
"3",78,162,7,6.7418154556265,847.097208123094
"3",79,220,6,6.37409362133488,586.453640908346
"3",80,244,6,6.17317361517056,479.706095424746
"3",81,136,10,6.83101128770167,926.126919826564
"3",82,208,9,6.15286845065222,470.063809626784
"3",83,185,7,6.66235319005617,782.389884678332
"3",84,196,7,6.47888887451898,651.246927052479
"3",85,256,6,6.17774248516349,481.902824673419
"3",86,217,10,6.30813479950056,549.019960899944
"3",87,187,6,6.60264259133041,737.040314369542
"3",88,190,7,6.52736977264124,683.597827112358
"3",89,189,10,6.40285473452297,603.565600385298
"3",90,216,11,6.24807423007495,517.016211082044
"3",91,139,9,6.72694158769995,834.590835760485
"3",92,229,7,6.40560485812095,605.227764917196
"3",93,167,8,6.62494898907551,753.665766386481
"3",94,185,11,6.76704350229657,868.739666642972
"3",95,273,7,6.03522010222141,417.890778205304
"3",96,201,5,6.4021691535806,603.151949124117
"3",97,232,5,6.27277229703975,529.94450686698
"3",98,240,4,6.20769979044124,496.557749761947
"3",99,141,5,6.90845799924253,1000.70296722612
"3",100,170,8,6.54692570873051,697.09779454511
"4",1,109,8,6.76272183474253,864.993363581668
"4",2,190,5,6.48781388675177,657.085328992166
"4",3,216,9,6.52494590695073,681.942884282939
"4",4,118,6,6.74723199137895,851.697989336193
"4",5,204,9,6.36335056163635,580.187055852828
"4",6,201,7,6.5574304385041,704.459215678574
"4",7,153,10,6.78046107921974,880.4745990715
"4",8,207,8,6.44502693902933,629.563636566848
"4",9,114,10,6.94006268287491,1032.83495399559
"4",10,199,7,6.31047791414114,550.307885897011
"4",11,149,10,6.73556357180622,841.817775190098
"4",12,106,11,6.91032487443101,1002.57289968884
"4",13,270,6,6.23336116305381,509.46500384618
"4",14,226,8,6.4021057479999,603.11370713692
"4",15,256,9,6.41578619765573,611.421269874834
"4",16,187,9,6.57343979055941,715.827911180588
"4",17,227,8,6.28721801007921,537.655494403901
"4",18,222,2,6.33640295496838,564.761181946246
"4",19,338,5,6.08998324377792,441.414014652745
"4",20,144,9,6.87469547095218,967.480694744284
"4",21,258,9,6.14600815216884,466.850067804789
"4",22,315,6,5.88421093274089,359.319129145875
"4",23,203,7,6.53405967249641,688.186359414536
"4",24,183,11,6.43233284023332,621.62240360114
"4",25,125,10,6.67862000383409,795.220952596654
"4",26,230,7,6.31916253910058,555.107916562069
"4",27,229,8,6.48479671754151,655.105779189084
"4",28,332,7,6.07752154292149,435.947377789415
"4",29,219,10,6.38898501121343,595.252098763806
"4",30,220,6,6.38304542128416,591.727024503736
"4",31,165,8,6.49040485856105,658.790026013188
"4",32,187,9,6.67492604317909,792.288856543578
"4",33,159,9,6.69370976504797,807.311640257644
"4",34,190,5,6.52132908291248,679.480871883048
"4",35,136,7,6.64637928021797,769.991349383677
"4",36,301,6,6.11688172305914,453.448509587372
"4",37,235,6,6.46917859319241,644.953739934818
"4",38,197,5,6.47974128405915,651.802292812013
"4",39,310,4,6.03852961352055,419.276083534979
"4",40,200,8,6.54541151489614,696.043052106425
"4",41,194,8,6.4823492633546,653.50439825953
"4",42,241,8,6.32298180616042,557.232075725956
"4",43,184,9,6.53350229669159,687.802887867401
"4",44,230,6,6.36564872618497,581.521954497002
"4",45,267,6,6.33197700654868,562.267101492606
"4",46,149,7,6.79793047629476,895.991096778803
"4",47,247,7,6.31237917889413,551.355162142992
"4",48,156,10,6.78958591575585,888.545552928878
"4",49,196,6,6.54829508160133,698.053035244349
"4",50,206,10,6.33542782438981,564.210734470838
"4",51,189,8,6.33696945870641,565.081211907438
"4",52,278,8,6.33582789396595,564.436503178818
"4",53,102,9,6.95123189369244,1044.43556959808
"4",54,183,9,6.56530056240929,710.025271035217
"4",55,211,8,6.59740842105572,733.192598449473
"4",56,227,9,6.39384617172713,598.15275933824
"4",57,173,9,6.72407803330544,832.204358040256
"4",58,221,9,6.23458250688836,510.08761592186
"4",59,335,3,6.10727714867399,449.114177673196
"4",60,149,6,6.76427278642972,866.335967386014
"4",61,220,7,6.66740250355512,786.35040702932
"4",62,225,9,6.28465041105166,536.276781427795
"4",63,172,8,6.57668239194972,718.152823104823
"4",64,156,10,6.60005550016733,735.135988280143
"4",65,211,6,6.32938561661785,560.811934454287
"4",66,105,8,6.86696295257963,960.02848181554
"4",67,217,9,6.41995348641525,613.974555303858
"4",68,145,9,6.81562347068274,911.984934439307
"4",69,161,9,6.72012874066743,828.924220869844
"4",70,144,8,6.67670038433034,793.695895179549
"4",71,248,6,6.23659057066273,511.112933492149
"4",72,178,6,6.41958463656418,613.748132641121
"4",73,229,11,6.34600140410129,570.208112648186
"4",74,186,4,6.50648829644336,669.471300028643
"4",75,195,6,6.36346870103131,580.255602849541
"4",76,182,9,6.65326596202614,775.312335742328
"4",77,214,10,6.51129963966805,672.700117477975
"4",78,162,7,6.87341220643439,966.239957364471
"4",79,220,6,6.52545702290459,682.291525261106
"4",80,244,6,6.39453928850717,598.567492765513
"4",81,136,10,6.58500212007596,724.152582923894
"4",82,208,9,6.31576575894938,553.225535835988
"4",83,185,7,6.63222527770327,759.169655691846
"4",84,196,7,6.47800454026243,650.67126166324
"4",85,256,6,6.40890329909544,607.22736895091
"4",86,217,10,6.53895584004226,691.564097370754
"4",87,187,6,6.69273045641107,806.52141999359
"4",88,190,7,6.53791848819384,690.847074043085
"4",89,189,10,6.35667469982587,576.326707157987
"4",90,216,11,6.34144256056563,567.614539418994
"4",91,139,9,6.92178175377294,1014.12530733845
"4",92,229,7,6.4178483701986,612.683426975271
"4",93,167,8,6.52595740414548,682.633016571965
"4",94,185,11,6.57693422306014,718.333699101868
"4",95,273,7,6.04379806809806,421.49084961089
"4",96,201,5,6.2600930141546,523.267609138804
"4",97,232,5,6.43861149437247,625.537634005277
"4",98,240,4,6.42188651337642,615.162532498793
"4",99,141,5,6.74065043485426,846.110896927604
"4",100,170,8,6.45481386532897,635.755379120508
"5",1,109,8,6.75709907444233,860.143361215268
"5",2,190,5,6.43629034172718,624.087349488398
"5",3,216,9,6.2803042274128,533.951081674466
"5",4,118,6,6.83536488541895,930.167693439679
"5",5,204,9,6.47506356647967,648.760465719141
"5",6,201,7,6.68709015394238,801.985200089403
"5",7,153,10,6.50320753552823,667.278523707939
"5",8,207,8,6.38228104569762,591.27489563246
"5",9,114,10,6.69783461956624,810.648560749076
"5",10,199,7,6.27728516231493,532.341479569178
"5",11,149,10,6.52480088702915,681.843996149887
"5",12,106,11,6.75402403863652,857.50245210744
"5",13,270,6,6.37377534483348,586.267016195989
"5",14,226,8,6.57386292197121,716.130864545275
"5",15,256,9,6.38362713139107,592.071338230101
"5",16,187,9,6.30302319978145,546.220750937368
"5",17,227,8,6.47042055080576,645.755242755633
"5",18,222,2,6.38495848464352,592.860119288537
"5",19,338,5,5.87469681003147,355.916733927093
"5",20,144,9,6.68810603927255,802.800339062944
"5",21,258,9,6.21022364174263,497.812570509302
"5",22,315,6,5.75598075921119,316.075389408822
"5",23,203,7,6.47745779335415,650.315606398188
"5",24,183,11,6.44078537919011,626.898959917459
"5",25,125,10,6.73835010540703,844.166800004748
"5",26,230,7,6.37457510281419,586.736075462964
"5",27,229,8,6.23775157008599,511.70667991609
"5",28,332,7,5.93196462957505,376.894244517853
"5",29,219,10,6.42042287499512,614.2628155962
"5",30,220,6,6.35526466864188,575.514641182445
"5",31,165,8,6.69458801419754,808.020972458746
"5",32,187,9,6.67948342738197,795.907861596924
"5",33,159,9,6.68638729768645,801.421717821075
"5",34,190,5,6.58197041488692,721.96049034881
"5",35,136,7,6.48559548039473,655.629262392063
"5",36,301,6,6.06663118650277,431.225513525491
"5",37,235,6,6.51786313342977,677.129902031481
"5",38,197,5,6.34989498802657,572.432593580999
"5",39,310,4,6.11579196155198,452.954628011589
"5",40,200,8,6.48306050954957,653.969366109893
"5",41,194,8,6.79428781442763,892.733241412403
"5",42,241,8,6.19962663510855,492.565100241681
"5",43,184,9,6.41587916139477,611.478112524322
"5",44,230,6,6.30613322969121,547.922158152403
"5",45,267,6,6.21894441229332,502.1728646423
"5",46,149,7,6.60655168693711,739.927114136446
"5",47,247,7,6.19051194861865,488.095922295674
"5",48,156,10,6.46249028022724,640.654480895804
"5",49,196,6,6.589298922289,727.270817766429
"5",50,206,10,6.34875333003748,571.779444244842
"5",51,189,8,6.55137230956276,700.204412003644
"5",52,278,8,6.22805398962903,506.768346859581
"5",53,102,9,6.98374353679077,1078.94990484664
"5",54,183,9,6.44625256123873,630.335716784733
"5",55,211,8,6.43735024202924,624.749170528834
"5",56,227,9,6.34583477505204,570.113107328042
"5",57,173,9,6.53746533688605,690.534086708664
"5",58,221,9,6.45441769294255,635.503560279909
"5",59,335,3,6.24273647562978,514.263857731199
"5",60,149,6,6.75926865713226,862.01153921314
"5",61,220,7,6.44453688281048,629.255190575696
"5",62,225,9,6.56747702031236,711.572294052294
"5",63,172,8,6.61692541230529,747.642866163666
"5",64,156,10,6.73893259673994,844.658663088366
"5",65,211,6,6.61275717536161,744.532999381667
"5",66,105,8,6.65922637856862,779.94731970935
"5",67,217,9,6.47860509841824,651.062144958508
"5",68,145,9,6.61166768369333,743.722278599047
"5",69,161,9,6.69265626790959,806.461587597491
"5",70,144,8,6.49853908727188,664.17062861571
"5",71,248,6,6.32151832467576,556.417173343193
"5",72,178,6,6.67172754505485,789.758770516752
"5",73,229,11,6.32181525290127,556.582413838184
"5",74,186,4,6.54593932214572,696.410525644418
"5",75,195,6,6.65784294394699,778.869059607368
"5",76,182,9,6.47071649300618,645.946377264093
"5",77,214,10,6.42031132081601,614.194295833954
"5",78,162,7,6.69039739955527,804.641952969552
"5",79,220,6,6.44882801570111,631.961210012732
"5",80,244,6,6.18253714317505,484.218931946646
"5",81,136,10,6.85099426034009,944.819836715958
"5",82,208,9,6.41219216275839,609.227744658177
"5",83,185,7,6.6038018829117,737.895254467739
"5",84,196,7,6.59788241910257,733.540212686831
"5",85,256,6,6.4291940746891,619.674335483082
"5",86,217,10,6.23658110363994,511.108094797262
"5",87,187,6,6.61039555484948,742.776769568786
"5",88,190,7,6.37379710136416,586.279771471068
"5",89,189,10,6.58939217623306,727.33864180097
"5",90,216,11,6.42999494244827,620.170811458818
"5",91,139,9,6.68085572355654,797.000832679193
"5",92,229,7,6.52894047139559,684.6723970598
"5",93,167,8,6.6011320296582,735.927809984568
"5",94,185,11,6.66204591805389,782.149515103217
"5",95,273,7,6.29023061203729,539.277678669979
"5",96,201,5,6.36584377876318,581.635392916378
"5",97,232,5,6.34847251162629,571.618900592617
"5",98,240,4,6.27083914978948,528.92103567972
"5",99,141,5,6.67845121667028,795.086740834395
"5",100,170,8,6.69684184813485,809.844171370535
"6",1,109,8,6.81441095114214,910.879805016471
"6",2,190,5,6.53524864218007,689.005078752373
"6",3,216,9,6.38073439353205,590.361105874292
"6",4,118,6,6.91806358704805,1010.36162170718
"6",5,204,9,6.45720249436939,637.275777993233
"6",6,201,7,6.51782528231422,677.104272394376
"6",7,153,10,6.69285483125295,806.621737206014
"6",8,207,8,6.63936269593389,764.607550211164
"6",9,114,10,6.97567793949305,1070.28253017374
"6",10,199,7,6.53522508438106,688.988847500402
"6",11,149,10,7.12194567708322,1238.85850864724
"6",12,106,11,7.00631018471387,1103.57499532363
"6",13,270,6,6.18075446617865,483.356494947141
"6",14,226,8,6.28908216253278,538.658700987454
"6",15,256,9,6.27040974418533,528.693962779521
"6",16,187,9,6.57761592709391,718.823557032229
"6",17,227,8,6.31942125700483,555.251551498539
"6",18,222,2,6.50745374181497,670.117950099109
"6",19,338,5,5.99289663595409,400.573245910007
"6",20,144,9,6.72328146840285,831.541717210111
"6",21,258,9,6.39914083181499,601.328173831601
"6",22,315,6,5.99664319078369,402.076830411191
"6",23,203,7,6.46936112218837,645.071473437975
"6",24,183,11,6.68575157853937,800.912400598676
"6",25,125,10,6.98384452386114,1079.05887033857
"6",26,230,7,6.45214024116635,634.057878427988
"6",27,229,8,6.30308297526503,546.253402522767
"6",28,332,7,6.07985887500436,436.96752332698
"6",29,219,10,6.54652496859428,696.818495446873
"6",30,220,6,6.47932484969502,651.530916447809
"6",31,165,8,6.65841939546433,779.318169291131
"6",32,187,9,6.81290582852625,909.509850455009
"6",33,159,9,6.62601388857383,754.468772167353
"6",34,190,5,6.523304268406,680.824298966395
"6",35,136,7,6.63913397528312,764.432688672686
"6",36,301,6,5.88015971801138,357.866394853465
"6",37,235,6,6.31510525876977,552.860250918857
"6",38,197,5,6.42450831378504,616.777481990407
"6",39,310,4,5.93453418817895,377.863941679913
"6",40,200,8,6.67590779269435,793.06706768614
"6",41,194,8,6.72878773994046,836.133040636302
"6",42,241,8,6.2613353202662,523.918071640755
"6",43,184,9,6.61347344475823,745.066476617799
"6",44,230,6,6.43774612229124,624.996545356323
"6",45,267,6,6.28822767159956,538.198618607467
"6",46,149,7,6.71720630350724,826.505278249308
"6",47,247,7,6.36648569184814,582.008872143543
"6",48,156,10,6.78358829683791,883.232344537725
"6",49,196,6,6.48889022955361,657.792958814041
"6",50,206,10,6.34599297950182,570.203308893455
"6",51,189,8,6.76685922945315,868.579596263167
"6",52,278,8,6.21279949136406,499.096513743025
"6",53,102,9,6.75291142283793,856.548911892219
"6",54,183,9,6.47784205724023,650.565547218818
"6",55,211,8,6.4079302103869,606.636770253731
"6",56,227,9,6.51835005959068,677.459694580908
"6",57,173,9,6.47392877374042,648.02467461729
"6",58,221,9,6.4114541332315,608.778282472602
"6",59,335,3,5.95746952878053,386.630527916892
"6",60,149,6,6.73519746683233,841.509637924233
"6",61,220,7,6.38195035309349,591.079397724105
"6",62,225,9,6.33137392564176,561.928111168678
"6",63,172,8,6.67523216219029,792.531428350958
"6",64,156,10,6.89854008233663,990.827133153508
"6",65,211,6,6.48531622298704,655.446198625991
"6",66,105,8,6.99915641332463,1095.70844340172
"6",67,217,9,6.46296817595584,640.960720105109
"6",68,145,9,6.77434198051031,875.103338485322
"6",69,161,9,6.71117191967563,821.532846032533
"6",70,144,8,6.79473876971517,893.135914975043
"6",71,248,6,6.2636871144611,525.151669135376
"6",72,178,6,6.49672820186775,662.968980070785
"6",73,229,11,6.61587687468452,746.859345338906
"6",74,186,4,6.37909540952069,589.39430596206
"6",75,195,6,6.63196464771236,758.971819093573
"6",76,182,9,6.61853086975704,748.8441390126
"6",77,214,10,6.3268762208006,559.406399590923
"6",78,162,7,6.78732184247828,886.536096323462
"6",79,220,6,6.46498721039957,642.256149193987
"6",80,244,6,6.5293661541208,684.963912313754
